CoC_Number,Total_Year_Round_Beds_ES_TH_SH,Total_Non_DV_Year_Round_Beds_ES_TH_SH,Total_HMIS_Year_Round_Beds_ES_TH_SH,HMIS_Participation_Rate_for_Year_Round_Beds_ES_TH_SH,Total_Year_Round_Beds_ES,Total_Year_Round_Beds_TH,Total_Year_Round_Beds_SH,Total_Units_for_Households_with_Children_ES_TH_SH,Total_Beds_for_Households_with_Children_ES_TH_SH,Total_Beds_for_Households_without_Children_ES_TH_SH,Total_Beds_for_Households_with_only_Children_ES_TH_SH,Total_Non_DV_Year_Round_Beds_ES,Total_HMIS_Year_Round_Beds_ES,HMIS_Participation_Rate_for_Year_Round_Beds_ES,Total_Seasonal_Beds_ES,Total_Overflow_Beds_ES,Total_Units_for_Households_with_Children_ES,Total_Beds_for_Households_with_Children_ES,Total_Beds_for_Households_without_Children_ES,Total_Beds_for_Households_with_only_Children_ES,Total_Non_DV_Year_Round_Beds_TH,Total_HMIS_Year_Round_Beds_TH,HMIS_Participation_Rate_for_Year_Round_Beds_TH,Total_Units_for_Households_with_Children_TH,Total_Beds_for_Households_with_Children_TH,Total_Beds_for_Households_without_Children_TH,Total_Beds_for_Households_with_only_Children_TH,Total_Non_DV_Year_Round_Beds_SH,Total_HMIS_Year_Round_Beds_SH,HMIS_Participation_Rate_for_Year_Round_Beds_SH,Total_Units_for_Households_with_Children_SH,Total_Beds_for_Households_with_Children_SH,Total_Beds_for_Households_without_Children_SH,Total_Beds_for_Households_with_only_Children_SH,Total_Year_Round_Beds_RRH_AND_DEM,Total_Non_DV_Year_Round_Beds_RRH_AND_DEM,Total_HMIS_Year_Round_Beds_RRH_AND_DEM,HMIS_Participation_Rate_for_Year_Round_Beds_RRH_AND_DEM,Total_Units_for_Households_with_Children_RRH_AND_DEM,Total_Beds_for_Households_with_Children_RRH_AND_DEM,Total_Beds_for_Households_without_Children_RRH_AND_DEM,Total_Beds_for_Households_with_only_Children_RRH_AND_DEM,Total_Year_Round_Beds_RRH,Total_Non_DV_Year_Round_Beds_RRH,Total_HMIS_Year_Round_Beds_RRH,HMIS_Participation_Rate_for_Year_Round_Beds_RRH,Total_Units_for_Households_with_Children_RRH,Total_Beds_for_Households_with_Children_RRH,Total_Beds_for_Households_without_Children_RRH,Total_Beds_for_Households_with_only_Children_RRH,Total_Year_Round_Beds_DEM,Total_Non_DV_Year_Round_Beds_DEM,Total_HMIS_Year_Round_Beds_DEM,HMIS_Participation_Rate_for_Year_Round_Beds_DEM,Total_Units_for_Households_with_Children_DEM,Total_Beds_for_Households_with_Children_DEM,Total_Beds_for_Households_without_Children_DEM,Total_Beds_for_Households_with_only_Children_DEM,Total_Year_Round_Beds_PSH,Total_Non_DV_Year_Round_Beds_PSH,Total_HMIS_Year_Round_Beds_PSH,HMIS_Participation_Rate_for_Year_Round_Beds_PSH,Total_Units_for_Households_with_Children_PSH,Total_Beds_for_Households_with_Children_PSH,Total_Beds_for_Households_without_Children_PSH,Total_Beds_for_Households_with_only_Children_PSH,Total_Year_Round_Beds_OPH,Total_Non_DV_Year_Round_Beds_OPH,Total_HMIS_Year_Round_Beds_OPH,HMIS_Participation_Rate_for_Year_Round_Beds_OPH,Total_Units_for_Households_with_Children_OPH,Total_Beds_for_Households_with_Children_OPH,Total_Beds_for_Households_without_Children_OPH,Total_Beds_for_Households_with_only_Children_OPH
NY-511,319,239,205,0.6426,155,164,0,45,92,227,0,75,66,0.4258,0,10,36,59,96,0,164,139,0.8476,9,33,131,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,322,322,281,0.8727,45,104,218,0,0,0,0,.,0,0,0,0
NY-512,134,95,95,0.709,97,37,0,36,92,42,0,64,64,0.6598,10,21,23,59,38,0,31,31,0.8378,13,33,4,0,0,0,.,0,0,0,0,73,73,72,0.9863,17,71,2,0,73,73,72,0.9863,17,71,2,0,0,0,0,.,0,0,0,0,619,580,485,0.7835,94,299,320,0,0,0,0,.,0,0,0,0
NY-513,97,97,97,1,47,38,12,4,13,83,1,47,47,1,0,0,4,13,33,1,38,38,1,0,0,38,0,12,12,1,0,0,12,0,5,5,5,1,2,2,3,0,5,5,5,1,2,2,3,0,0,0,0,.,0,0,0,0,46,46,46,1,13,13,33,0,0,0,0,.,0,0,0,0
NY-514,105,92,48,0.4571,79,26,0,12,33,60,12,66,36,0.4557,0,0,9,26,41,12,26,12,0.4615,3,7,19,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,37,37,37,1,8,21,16,0,0,0,0,.,0,0,0,0
NY-516,148,139,139,0.9392,148,0,0,86,140,8,0,139,139,0.9392,0,0,86,140,8,0,0,0,.,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,84,84,84,1,15,52,32,0,0,0,0,.,0,0,0,0
NY-517,82,73,19,0.2317,25,57,0,12,45,37,0,16,0,0,0,9,1,7,18,0,57,19,0.3333,11,38,19,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0
NY-518,171,109,65,0.3801,115,56,0,42,82,89,0,87,46,0.4,0,5,22,45,70,0,22,19,0.3393,20,37,19,0,0,0,.,0,0,0,0,59,59,59,1,8,16,43,0,59,59,59,1,8,16,43,0,0,0,0,.,0,0,0,0,575,575,466,0.8104,122,198,377,0,0,0,0,.,0,0,0,0
NY-519,37,0,0,0,25,12,0,14,37,0,0,0,0,0,0,102,10,25,0,0,0,0,0,4,12,0,0,0,0,.,0,0,0,0,2,2,2,1,0,0,2,0,2,2,2,1,0,0,2,0,0,0,0,.,0,0,0,0,58,46,46,0.7931,12,31,27,0,0,0,0,.,0,0,0,0
NY-520,50,50,0,0,20,30,0,2,31,19,0,20,0,0,0,13,1,2,18,0,30,0,0,1,29,1,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,134,134,62,0.4627,1,5,129,0,0,0,0,.,0,0,0,0
NY-522,172,124,10,0.0581,48,124,0,5,50,121,1,0,1,0.0208,0,22,3,30,17,1,124,9,0.0726,2,20,104,0,0,0,.,0,0,0,0,18,18,18,1,7,14,4,0,18,18,18,1,7,14,4,0,0,0,0,.,0,0,0,0,375,375,225,0.6,152,286,89,0,352,352,0,0,75,186,166,0
NY-523,156,115,95,0.609,91,65,0,22,61,79,16,73,53,0.5824,0,121,7,26,49,16,42,42,0.6462,15,35,30,0,0,0,.,0,0,0,0,21,21,21,1,4,19,2,0,21,21,21,1,4,19,2,0,0,0,0,.,0,0,0,0,161,152,152,0.9441,26,74,87,0,0,0,0,.,0,0,0,0
NY-600,66662,63544,57726,0.866,61056,5454,152,12364,43293,23369,0,58731,53421,0.875,0,160,11924,42015,19041,0,4661,4153,0.7615,440,1278,4176,0,152,152,1,0,0,152,0,364,364,0,0,101,359,5,0,364,364,0,0,101,359,5,0,0,0,0,.,0,0,0,0,21813,21541,11275,0.5169,1765,4818,16995,0,0,0,0,.,0,0,0,0
NY-601,446,367,293,0.657,242,204,0,107,258,176,12,198,132,0.5455,0,13,67,157,73,12,169,161,0.7892,40,101,103,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,193,193,125,0.6477,36,89,104,0,0,0,0,.,0,0,0,0
NY-602,249,232,188,0.755,200,49,0,49,113,123,13,183,139,0.695,30,28,33,74,113,13,49,49,1,16,39,10,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,291,291,268,0.921,55,163,128,0,0,0,0,.,0,0,0,0
NY-603,2877,2746,1554,0.5401,2318,559,0,673,2212,658,7,2244,1105,0.4767,85,535,565,1877,434,7,502,449,0.8032,108,335,224,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,2121,2096,1617,0.7624,351,1245,876,0,0,0,0,.,0,0,0,0
NY-604,2396,2306,2059,0.8593,1029,1367,0,540,1635,744,17,939,737,0.7162,25,65,159,520,495,14,1367,1322,0.9671,381,1115,249,3,0,0,.,0,0,0,0,154,154,154,1,55,153,1,0,154,154,154,1,55,153,1,0,0,0,0,.,0,0,0,0,1634,1634,1036,0.634,258,711,923,0,0,0,0,.,0,0,0,0
NY-606,157,117,117,0.7452,102,55,0,24,80,77,0,87,87,0.8529,30,0,20,55,47,0,30,30,0.5455,4,25,30,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,68,68,68,1,14,48,20,0,33,33,25,0.7576,8,25,8,0
NY-607,19,10,10,0.5263,10,0,9,0,0,19,0,10,10,1,0,120,0,0,10,0,0,0,.,0,0,0,0,0,0,0,0,0,9,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,54,54,54,1,9,18,36,0,0,0,0,.,0,0,0,0
NY-608,124,90,90,0.7258,77,47,0,16,55,51,18,60,60,0.7792,0,196,9,38,25,14,30,30,0.6383,7,17,26,4,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,169,169,169,1,41,96,73,0,0,0,0,.,0,0,0,0
OH-500,951,818,802,0.8433,603,348,0,81,276,655,20,531,525,0.8706,100,67,62,211,372,20,287,277,0.796,19,65,283,0,0,0,.,0,0,0,0,1140,1108,1016,0.8912,258,857,283,0,980,948,856,0.8735,215,697,283,0,160,160,160,1,43,160,0,0,2092,2092,1882,0.8996,216,704,1388,0,0,0,0,.,0,0,0,0
OH-501,931,862,474,0.5091,586,333,12,146,390,541,0,558,198,0.3379,50,8,87,215,371,0,292,264,0.7928,59,175,158,0,12,12,1,0,0,12,0,161,161,158,0.9814,52,142,19,0,161,161,158,0.9814,52,142,19,0,0,0,0,.,0,0,0,0,1177,1177,971,0.825,205,542,635,0,0,0,0,.,0,0,0,0
OH-502,1936,1896,1405,0.7257,1182,734,20,156,475,1461,0,1142,676,0.5719,0,84,93,303,879,0,734,709,0.9659,63,172,562,0,20,20,1,0,0,20,0,297,297,297,1,73,239,58,0,297,297,297,1,73,239,58,0,0,0,0,.,0,0,0,0,3822,3822,3422,0.8953,649,1753,2069,0,0,0,0,.,0,0,0,0
OH-503,897,863,863,0.9621,766,131,0,68,215,664,18,732,732,0.9556,277,267,61,199,551,16,131,131,1,7,16,113,2,0,0,.,0,0,0,0,443,443,443,1,127,419,24,0,376,376,376,1,104,352,24,0,67,67,67,1,23,67,0,0,2235,2235,1927,0.8622,157,482,1753,0,0,0,0,.,0,0,0,0
OH-504,285,261,261,0.9158,178,106,1,53,166,109,10,154,154,0.8652,0,0,27,89,79,10,106,106,1,26,77,29,0,1,1,1,0,0,1,0,2,2,2,1,1,2,0,0,2,2,2,1,1,2,0,0,0,0,0,.,0,0,0,0,314,314,314,1,70,229,85,0,0,0,0,.,0,0,0,0
OH-505,739,673,641,0.8674,479,260,0,93,264,473,2,421,381,0.7954,0,60,54,164,313,2,252,260,1,39,100,160,0,0,0,.,0,0,0,0,147,147,147,1,36,112,35,0,97,97,97,1,17,62,35,0,50,50,50,1,19,50,0,0,982,982,830,0.8452,129,323,659,0,0,0,0,.,0,0,0,0
OH-506,665,564,475,0.7143,268,387,10,87,282,357,26,252,246,0.9179,0,71,33,95,152,21,302,219,0.5659,54,187,195,5,10,10,1,0,0,10,0,203,203,203,1,45,157,46,0,203,203,203,1,45,157,46,0,0,0,0,.,0,0,0,0,463,463,370,0.7991,43,122,341,0,0,0,0,.,0,0,0,0
OH-507,3908,3240,2467,0.6313,2347,1551,10,656,1960,1928,20,1793,1300,0.5539,149,143,357,1094,1233,20,1437,1157,0.746,299,866,685,0,10,10,1,0,0,10,0,973,973,973,1,258,880,93,0,654,654,654,1,182,561,93,0,319,319,319,1,76,319,0,0,2647,2608,2237,0.8451,414,1198,1449,0,0,0,0,.,0,0,0,0
OH-508,447,367,367,0.821,251,176,20,96,276,171,0,182,182,0.7251,0,31,50,140,111,0,165,165,0.9375,46,136,40,0,20,20,1,0,0,20,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,479,479,479,1,77,143,336,0,0,0,0,.,0,0,0,0
OK-500,235,124,91,0.3872,127,108,0,50,138,97,0,55,41,0.3228,0,26,29,75,52,0,69,50,0.463,21,63,45,0,0,0,.,0,0,0,0,7,7,0,0,3,5,2,0,7,7,0,0,3,5,2,0,0,0,0,.,0,0,0,0,10,10,7,0.7,1,3,7,0,0,0,0,.,0,0,0,0
OK-501,874,740,709,0.8112,528,296,50,91,328,541,5,423,423,0.8011,0,99,57,186,337,5,267,236,0.7973,34,142,154,0,50,50,1,0,0,50,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,366,366,222,0.6066,8,22,344,0,0,0,0,.,0,0,0,0
OK-502,1402,1324,1196,0.8531,1154,248,0,90,299,1085,18,1099,1061,0.9194,0,43,58,198,938,18,225,135,0.5444,32,101,147,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,655,655,459,0.7008,51,156,499,0,0,0,0,.,0,0,0,0
OK-503,179,126,0,0,134,45,0,35,140,39,0,99,0,0,0,0,16,95,39,0,27,0,0,19,45,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,34,34,0,0,17,34,0,0,0,0,0,.,0,0,0,0
OK-504,83,68,56,0.6747,48,35,0,13,37,46,0,33,33,0.6875,30,40,6,14,34,0,35,23,0.6571,7,23,12,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,164,164,162,0.9878,50,122,42,0,0,0,0,.,0,0,0,0
OK-505,449,326,152,0.3385,404,45,0,55,167,256,26,281,115,0.2847,0,0,52,159,219,26,45,37,0.8222,3,8,37,0,0,0,.,0,0,0,0,10,10,10,1,1,5,5,0,10,10,10,1,1,5,5,0,0,0,0,.,0,0,0,0,75,53,53,0.7067,7,22,53,0,10,10,0,0,1,3,7,0
OK-506,307,216,137,0.4463,236,71,0,27,170,127,10,145,95,0.4025,0,15,16,134,92,10,71,42,0.5915,11,36,35,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,9,9,9,1,0,0,9,0,0,0,0,.,0,0,0,0
OK-507,351,181,42,0.1197,331,20,0,54,145,206,0,161,42,0.1269,0,3,53,142,189,0,20,0,0,1,3,17,0,0,0,.,0,0,0,0,15,15,15,1,4,13,2,0,15,15,15,1,4,13,2,0,0,0,0,.,0,0,0,0,79,79,79,1,15,58,21,0,0,0,0,.,0,0,0,0
OR-500,718,687,366,0.5097,394,324,0,103,333,375,10,363,44,0.1117,30,307,22,72,312,10,324,322,0.9938,81,261,63,0,0,0,.,0,0,0,0,26,26,26,1,7,26,0,0,26,26,26,1,7,26,0,0,0,0,0,.,0,0,0,0,468,468,255,0.5449,42,126,342,0,0,0,0,.,0,0,0,0
OR-501,1907,1760,1602,0.8401,478,1429,0,221,671,1225,11,393,289,0.6046,314,67,31,87,384,7,1367,1313,0.9188,190,584,841,4,0,0,.,0,0,0,0,505,318,318,0.6297,140,389,116,0,399,212,212,0.5313,103,283,116,0,106,106,106,1,37,106,0,0,3490,3418,2425,0.6948,458,1338,2150,2,0,0,0,.,0,0,0,0
OR-502,510,479,167,0.3275,305,205,0,35,123,365,22,274,16,0.0525,9,3,12,35,254,16,205,151,0.7366,23,88,111,6,0,0,.,0,0,0,0,52,52,52,1,11,40,12,0,52,52,52,1,11,40,12,0,0,0,0,.,0,0,0,0,352,352,137,0.3892,35,117,235,0,0,0,0,.,0,0,0,0
OR-503,380,352,280,0.7368,144,236,0,60,210,140,30,116,95,0.6597,12,2,15,52,88,4,236,185,0.7839,45,158,52,26,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,114,114,18,0.1579,12,24,90,0,0,0,0,.,0,0,0,0
OR-505,3034,2843,1103,0.3635,1491,1543,0,688,1584,1356,94,1352,248,0.1663,46,125,307,650,779,62,1491,855,0.5541,381,934,577,32,0,0,.,0,0,0,0,96,96,96,1,32,76,20,0,96,96,96,1,32,76,20,0,0,0,0,.,0,0,0,0,617,611,442,0.7164,123,345,272,0,0,0,0,.,0,0,0,0
OR-506,243,219,213,0.8765,96,137,10,34,122,117,4,72,72,0.75,4,0,23,89,3,4,137,131,0.9562,11,33,104,0,10,10,1,0,0,10,0,171,171,171,1,55,153,18,0,171,171,171,1,55,153,18,0,0,0,0,.,0,0,0,0,526,526,526,1,62,197,329,0,0,0,0,.,0,0,0,0
OR-507,132,98,98,0.7424,44,88,0,41,115,17,0,16,16,0.3636,0,0,14,40,4,0,82,82,0.9318,27,75,13,0,0,0,.,0,0,0,0,81,81,81,1,19,77,4,0,81,81,81,1,19,77,4,0,0,0,0,.,0,0,0,0,268,261,261,0.9739,52,162,106,0,0,0,0,.,0,0,0,0
PA-500,5688,5491,4661,0.8194,3644,1929,115,939,2990,2678,20,3544,2924,0.8024,467,46,459,1604,2020,20,1832,1667,0.8642,480,1386,543,0,115,70,0.6087,0,0,115,0,612,577,577,0.9428,134,451,161,0,612,577,577,0.9428,134,451,161,0,0,0,0,.,0,0,0,0,4602,4602,4072,0.8848,653,2311,2291,0,900,900,900,1,300,900,0,0
PA-501,440,414,328,0.7455,193,214,33,76,224,216,0,175,99,0.513,33,16,28,79,114,0,206,196,0.9159,48,145,69,0,33,33,1,0,0,33,0,7,7,7,1,1,4,3,0,7,7,7,1,1,4,3,0,0,0,0,.,0,0,0,0,180,180,122,0.6778,29,68,112,0,0,0,0,.,0,0,0,0
PA-502,619,596,543,0.8772,341,278,0,130,386,233,0,318,282,0.827,12,8,44,156,185,0,278,261,0.9388,86,230,48,0,0,0,.,0,0,0,0,35,35,35,1,7,34,1,0,35,35,35,1,7,34,1,0,0,0,0,.,0,0,0,0,351,351,296,0.8433,48,137,214,0,0,0,0,.,0,0,0,0
PA-503,230,172,157,0.6826,81,149,0,33,111,119,0,59,59,0.7284,0,50,8,24,57,0,113,98,0.6577,25,87,62,0,0,0,.,0,0,0,0,25,25,25,1,4,10,15,0,25,25,25,1,4,10,15,0,0,0,0,.,0,0,0,0,315,315,274,0.8698,62,194,121,0,0,0,0,.,0,0,0,0
PA-504,432,377,360,0.8333,192,240,0,77,281,151,0,165,150,0.7813,34,15,28,115,77,0,212,210,0.875,49,166,74,0,0,0,.,0,0,0,0,38,38,38,1,12,37,1,0,38,38,38,1,12,37,1,0,0,0,0,.,0,0,0,0,209,209,205,0.9809,26,77,132,0,0,0,0,.,0,0,0,0
PA-505,709,598,496,0.6996,300,401,8,68,231,478,0,275,173,0.5767,24,0,24,86,214,0,315,315,0.7855,44,145,256,0,8,8,1,0,0,8,0,183,183,183,1,55,164,19,0,183,183,183,1,55,164,19,0,0,0,0,.,0,0,0,0,625,625,238,0.3808,71,165,460,0,948,948,0,0,118,471,477,0
PA-506,530,416,416,0.7849,207,323,0,83,278,252,0,157,157,0.7585,105,0,20,95,112,0,259,259,0.8019,63,183,140,0,0,0,.,0,0,0,0,56,56,56,1,17,48,8,0,56,56,56,1,17,48,8,0,0,0,0,.,0,0,0,0,249,249,249,1,40,134,115,0,59,59,59,1,0,0,59,0
PA-507,1342,942,684,0.5097,654,688,0,247,852,480,10,381,201,0.3073,105,11,104,392,252,10,561,483,0.702,143,460,228,0,0,0,.,0,0,0,0,92,92,92,1,18,65,27,0,92,92,92,1,18,65,27,0,0,0,0,.,0,0,0,0,568,568,391,0.6884,71,202,366,0,0,0,0,.,0,0,0,0
PA-508,238,217,217,0.9118,51,183,4,55,152,86,0,44,44,0.8627,24,5,9,22,29,0,169,169,0.9235,46,130,53,0,4,4,1,0,0,4,0,5,5,5,1,1,3,2,0,5,5,5,1,1,3,2,0,0,0,0,.,0,0,0,0,83,83,83,1,8,24,59,0,0,0,0,.,0,0,0,0
PA-509,907,786,527,0.581,419,488,0,193,595,299,13,331,230,0.5489,78,36,65,227,180,12,455,297,0.6086,128,368,119,1,0,0,.,0,0,0,0,85,85,85,1,15,45,40,0,85,85,85,1,15,45,40,0,0,0,0,.,0,0,0,0,637,637,520,0.8163,85,304,333,0,0,0,0,.,0,0,0,0
PA-510,536,475,470,0.8769,234,302,0,126,312,224,0,196,196,0.8376,30,10,36,107,127,0,279,274,0.9073,90,205,97,0,0,0,.,0,0,0,0,22,22,22,1,7,22,0,0,22,22,22,1,7,22,0,0,0,0,0,.,0,0,0,0,212,212,182,0.8585,24,73,139,0,0,0,0,.,0,0,0,0
PA-511,459,442,426,0.9281,108,351,0,110,362,93,4,96,86,0.7963,80,0,9,62,42,4,346,340,0.9687,101,300,51,0,0,0,.,0,0,0,0,74,74,45,0.6081,17,56,18,0,74,74,45,0.6081,17,56,18,0,0,0,0,.,0,0,0,0,85,85,58,0.6824,8,29,56,0,0,0,0,.,0,0,0,0
PA-512,347,263,263,0.7579,186,161,0,53,185,162,0,148,148,0.7957,0,5,27,101,85,0,115,115,0.7143,26,84,77,0,0,0,.,0,0,0,0,9,9,9,1,2,5,4,0,9,9,9,1,2,5,4,0,0,0,0,.,0,0,0,0,200,200,190,0.95,5,18,182,0,0,0,0,.,0,0,0,0
PA-600,1541,1412,1262,0.8189,443,1023,75,242,653,888,0,364,304,0.6862,104,4,62,178,265,0,973,883,0.8631,180,475,548,0,75,75,1,0,0,75,0,177,177,177,1,38,96,81,0,117,117,117,1,14,36,81,0,60,60,60,1,24,60,0,0,1898,1898,1425,0.7508,430,1234,664,0,0,0,0,.,0,0,0,0
PA-601,813,671,590,0.7257,356,410,47,121,412,394,7,262,197,0.5534,20,14,40,142,214,0,362,346,0.8439,81,270,133,7,47,47,1,0,0,47,0,61,61,61,1,9,24,37,0,61,61,61,1,9,24,37,0,0,0,0,.,0,0,0,0,542,492,352,0.6494,91,227,315,0,0,0,0,.,0,0,0,0
PA-602,525,336,208,0.3962,323,202,0,86,263,262,0,193,97,0.3003,0,6,44,136,187,0,143,111,0.5495,42,127,75,0,0,0,.,0,0,0,0,51,51,51,1,7,21,30,0,51,51,51,1,7,21,30,0,0,0,0,.,0,0,0,0,539,516,454,0.8423,112,263,276,0,0,0,0,.,0,0,0,0
PA-603,127,93,93,0.7323,72,55,0,22,69,58,0,38,38,0.5278,0,0,15,49,23,0,55,55,1,7,20,35,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,123,123,123,1,25,52,71,0,0,0,0,.,0,0,0,0
PA-605,439,354,354,0.8064,249,190,0,75,216,222,1,192,192,0.7711,56,2,27,97,152,0,162,162,0.8526,48,119,70,1,0,0,.,0,0,0,0,12,12,12,1,3,6,6,0,0,0,0,.,0,0,0,0,12,12,12,1,3,6,6,0,444,444,316,0.7117,75,206,238,0,96,96,96,1,0,0,96,0
PR-502,1202,946,946,0.787,292,888,22,93,361,841,0,194,194,0.6644,0,0,14,76,216,0,730,730,0.8221,79,285,603,0,22,22,1,0,0,22,0,26,26,26,1,3,12,14,0,26,26,26,1,3,12,14,0,0,0,0,.,0,0,0,0,1474,1436,1391,0.9437,152,424,1050,0,0,0,0,.,0,0,0,0
PR-503,760,597,592,0.7789,297,398,65,52,215,545,0,230,230,0.7744,0,0,4,65,232,0,302,297,0.7462,48,150,248,0,65,65,1,0,0,65,0,17,17,0,0,5,17,0,0,17,17,0,0,5,17,0,0,0,0,0,.,0,0,0,0,514,514,364,0.7082,92,302,212,0,0,0,0,.,0,0,0,0
RI-500,1225,1091,955,0.7796,759,449,17,201,561,664,0,671,551,0.726,46,76,92,272,487,0,403,387,0.8619,109,289,160,0,17,17,1,0,0,17,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,1493,1493,1317,0.8821,246,689,804,0,176,176,176,1,22,60,116,0
SC-500,385,331,259,0.6727,176,209,0,42,123,262,0,140,124,0.7045,40,0,10,64,112,0,191,135,0.6459,32,59,150,0,0,0,.,0,0,0,0,240,240,23,0.0958,12,27,213,0,240,240,23,0.0958,12,27,213,0,0,0,0,.,0,0,0,0,267,267,73,0.2734,9,23,244,0,0,0,0,.,0,0,0,0
SC-501,1459,1336,732,0.5017,734,713,12,142,737,722,0,611,212,0.2888,188,59,19,326,408,0,713,508,0.7125,123,411,302,0,12,12,1,0,0,12,0,113,113,113,1,32,92,21,0,113,113,113,1,32,92,21,0,0,0,0,.,0,0,0,0,206,206,206,1,18,41,165,0,85,85,0,0,0,0,85,0
SC-502,1123,981,816,0.7266,512,611,0,138,396,723,4,385,327,0.6387,235,41,52,163,345,4,596,489,0.8003,86,233,378,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,766,693,693,0.9047,216,415,351,0,104,104,104,1,25,75,29,0
SC-503,506,432,417,0.8241,231,275,0,48,177,322,7,157,145,0.6277,0,38,20,82,149,0,275,272,0.9891,28,95,173,7,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,509,509,484,0.9509,97,328,181,0,0,0,0,.,0,0,0,0
SD-500,1747,1316,587,0.336,1154,593,0,283,775,852,120,735,244,0.2114,70,79,224,595,503,56,581,343,0.5784,59,180,349,64,0,0,.,0,0,0,0,60,9,9,0.15,24,50,10,0,60,9,9,0.15,24,50,10,0,0,0,0,.,0,0,0,0,526,526,477,0.9068,88,228,298,0,71,71,0,0,46,71,0,0
TN-500,295,253,245,0.8305,167,128,0,51,150,145,0,157,157,0.9401,160,0,13,48,119,0,96,88,0.6875,38,102,26,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,523,504,429,0.8203,103,316,207,0,0,0,0,.,0,0,0,0
TN-501,1705,1649,1457,0.8545,483,1222,0,209,620,1077,8,456,436,0.9027,34,210,44,153,322,8,1193,1021,0.8355,165,467,755,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,848,848,469,0.5531,115,212,636,0,0,0,0,.,0,0,0,0
TN-502,800,765,691,0.8638,465,335,0,38,101,690,9,445,445,0.957,0,73,22,59,397,9,320,246,0.7343,16,42,293,0,0,0,.,0,0,0,0,118,85,83,0.7034,41,57,61,0,118,85,83,0.7034,41,57,61,0,0,0,0,.,0,0,0,0,489,489,342,0.6994,85,224,265,0,97,97,97,1,31,95,2,0
TN-503,321,240,214,0.6667,186,135,0,11,86,235,0,119,93,0.5,39,0,9,77,109,0,121,121,0.8963,2,9,126,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,190,190,176,0.9263,17,58,132,0,0,0,0,.,0,0,0,0
TN-504,2027,1854,531,0.262,1169,842,16,143,470,1545,12,1102,103,0.0881,411,59,52,205,952,12,736,412,0.4893,91,265,577,0,16,16,1,0,0,16,0,48,36,35,0.7292,23,48,0,0,48,36,35,0.7292,23,48,0,0,0,0,0,.,0,0,0,0,1336,1336,861,0.6445,274,633,703,0,0,0,0,.,0,0,0,0
